X,Y,Label
1.2483570765056164,1.760412881077355,Cluster 1
0.9308678494144077,1.9071705116680915,Cluster 1
1.3238442690503462,1.446832512996986,Cluster 1
1.7615149282040128,1.4018966879596646,Cluster 1
0.882923312638332,2.406262911197099,Cluster 1
0.8829315215254098,2.6781200142854114,Cluster 1
1.7896064077536957,1.963994939209833,Cluster 1
1.3837173645764544,2.501766448946012,Cluster 1
0.7652628070325239,2.180818012523817,Cluster 1
1.2712800217929823,1.6774401226974378,Cluster 1
0.7682911535937689,2.180697802754207,Cluster 1
0.7671351232148715,2.7690182832329846,Cluster 1
1.120981135783017,1.9820869804450243,Cluster 1
0.043359877671101055,2.782321827907003,Cluster 1
0.13754108374348362,0.6901274479551278,Cluster 1
0.7188562353795136,2.410951252187612,Cluster 1
0.4935844398327881,2.043523534119086,Cluster 1
1.157123666297637,1.8504963247670663,Cluster 1
0.5459879622393946,2.045880388267751,Cluster 1
0.29384814933235426,1.0062155426995536,Cluster 1
1.732824384460777,1.890164056081244,Cluster 1
0.8871118497567322,2.178556285755873,Cluster 1
1.0337641023439619,2.738947022370758,Cluster 1
0.2876259068932716,1.7408648908631763,Cluster 1
0.7278086377374087,1.5957531985534061,Cluster 1
1.0554612948549331,1.7491214782077318,Cluster 1
0.4245032112888486,2.457701058851037,Cluster 1
1.187849009172836,2.1643755548298422,Cluster 1
0.6996806550405975,1.7351198981164806,Cluster 1
0.8541531251033616,2.256633716556678,Cluster 1
0.6991466938853015,2.0485387746740202,Cluster 1
1.926139092254469,2.4843224952664444,Cluster 1
0.993251387631033,1.6489734530613238,Cluster 1
0.4711445355220498,1.8361689267011159,Cluster 1
1.4112724560515946,1.8039459234339212,Cluster 1
0.3895781750144889,1.2682425259339407,Cluster 1
1.1044317975023776,2.148060138532288,Cluster 1
0.020164938060112214,2.1305276360899446,Cluster 1
0.33590697555078475,2.0025567283212307,Cluster 1
1.0984306179345618,1.8827064333124266,Cluster 1
1.3692332899977053,1.2923146289747929,Cluster 1
1.0856841405949853,1.7896773386173206,Cluster 1
0.9421758588058797,1.8286427417366153,Cluster 1
0.8494481522053556,1.5988613653891905,Cluster 1
0.2607390048162863,1.9193571441669954,Cluster 1
0.6400778958026456,2.202025428407269,Cluster 1
0.7696806145201063,2.943092950605265,Cluster 1
1.5285611131094579,2.0872889064159197,Cluster 1
1.1718091447842307,2.1287751953613823,Cluster 1
0.11847992231863302,1.9627770421169164,Cluster 1
1.1620419846973975,1.0406143923504794,Cluster 1
0.8074588597918417,1.9867430622753917,Cluster 1
0.6615389998470207,2.030115104970513,Cluster 1
1.3058381444204339,3.231621056242643,Cluster 1
1.5154997612479755,1.9038195176094388,Cluster 1
1.4656400595580994,2.150773671166806,Cluster 1
0.5803912383886807,1.9826441151473784,Cluster 1
0.8453938120743927,1.4156609811902339,Cluster 1
1.165631715701782,2.5714114072575103,Cluster 1
1.4877725635611796,2.375966516343387,Cluster 1
3.3955159735215235,4.312833673882503,Cluster 2
2.5453062726026303,3.5714212217918586,Cluster 2
3.7013971554680496,3.464553750969444,Cluster 2
2.2990744686038598,4.241236207621593,Cluster 2
3.293428546900135,3.8882686073370745,Cluster 2
4.095227812904989,4.357000247046046,Cluster 2
2.504731837434656,4.236618812286772,Cluster 2
2.716851135198614,3.9635855436715635,Cluster 2
3.049825682543821,3.5766031409657977,Cluster 2
2.7482621729419003,3.242576387657068,Cluster 2
2.224668284466934,3.7767425239664894,Cluster 2
3.0342814874030135,4.428199397161736,Cluster 2
2.4688481431369476,4.107046872065102,Cluster 2
3.236796215317591,3.3771306106440058,Cluster 2
2.5402878828830984,4.086590462925591,Cluster 2
3.77496720250877,4.192658689864419,Cluster 2
2.6083733538318814,3.5580712818994336,Cluster 2
2.8389692418971624,4.076862552972764,Cluster 2
3.406758608684835,4.029104359223,Cluster 2
2.3845678417830225,3.4285148510846883,Cluster 2
3.113729967302065,4.178893680174141,Cluster 2
3.653571377141214,4.280392263184117,Cluster 2
2.1962583827193862,4.541525621587638,Cluster 2
3.0923169292661523,4.526901026017452,Cluster 2
3.129941397124212,3.3111653160214543,Cluster 2
3.390911435888655,3.5310874800424386,Cluster 2
2.381524644560959,4.25751763360433,Cluster 2
2.3397716934578616,4.256892975456104,Cluster 2
3.2609707828084487,4.257523843153024,Cluster 2
3.148492336616593,5.92636574532736,Cluster 2
3.1252464251729384,4.285445255346583,Cluster 2
3.173224104748488,4.567782820090299,Cluster 2
2.6599876392107547,4.477000881746601,Cluster 2
3.116126848580502,4.325695625652899,Cluster 2
3.146536236649341,3.842365377679827,Cluster 2
2.642824290986816,4.379484610246633,Cluster 2
3.9328872555723784,3.613587392731214,Cluster 2
3.2369164604558938,3.8815906966299956,Cluster 2
2.404348251398676,3.7573182260854483,Cluster 2
3.328276804316915,4.040937069693161,Cluster 2
2.5126591648863394,5.157329283336754,Cluster 2
3.393542301871226,3.0663674037041257,Cluster 2
3.579297789503702,4.343130095187257,Cluster 2
2.5896588408241445,3.193642064405174,Cluster 2
3.481688064622161,3.764034067105283,Cluster 2
3.206390463468249,4.544475298483683,Cluster 2
3.411030079997245,4.0321400095477316,Cluster 2
3.9483964913269736,3.461127611035347,Cluster 2
2.8773059419985647,3.6423481453700157,Cluster 2
2.6231319178212553,4.339798874467338,Cluster 2
2.5552427851872386,3.6348166841414318,Cluster 2
2.5920948575172806,4.108229294790988,Cluster 2
2.961449145292948,4.0227859199519065,Cluster 2
3.170575987408322,3.6741998261970914,Cluster 2
3.1383453996650097,5.071972044662663,Cluster 2
3.413591624518012,4.316959511159006,Cluster 2
3.0065009459389533,2.9874287066711966,Cluster 2
3.726767038578658,4.093227157384714,Cluster 2
2.867671583381022,3.669106767615806,Cluster 2
4.360084583294809,4.426216667398112,Cluster 2
5.603739630783649,6.5855024945389635,Cluster 3
5.94263177926655,6.719909479901515,Cluster 3
6.252493639490228,7.373646802561631,Cluster 3
6.432877597085061,7.3051851327167325,Cluster 3
5.399851796472112,6.989549203017926,Cluster 3
5.832749382079526,7.058663691654391,Cluster 3
5.762527344419522,7.638832447894212,Cluster 3
5.673335383713144,6.704214305582085,Cluster 3
6.882727120140548,7.273548690585019,Cluster 3
6.202490855480478,6.898903673783053,Cluster 3
5.369558022832478,6.89115939838639,Cluster 3
6.458930973527388,7.549388425993595,Cluster 3
7.061078098506316,7.412708174494015,Cluster 3
6.5162326302755735,7.406754818000319,Cluster 3
5.2403150170229935,7.652739403577165,Cluster 3
5.757882963566875,7.010501920816379,Cluster 3
6.633455574593311,7.340976485647482,Cluster 3
5.64616526719061,6.844866621703272,Cluster 3
6.2219097140731146,7.162083176244221,Cluster 3
6.387317026714668,6.934928472816158,Cluster 3
5.536534764210958,7.048497982496359,Cluster 3
5.9702373219691,7.297578512718457,Cluster 3
4.379366329965464,6.590889658383264,Cluster 3
5.487806179332855,8.04619363784273,Cluster 3
5.87371592430342,6.496991309250149,Cluster 3
5.376108409017576,6.392905693606134,Cluster 3
6.816205651965817,7.579055436750034,Cluster 3
5.284929311019684,7.395831346981468,Cluster 3
5.779977756651508,7.312059908526077,Cluster 3
6.065370288643046,7.31417275463214,Cluster 3
6.720636644533058,6.993876613576543,Cluster 3
5.2820689244102805,6.551372814257085,Cluster 3
6.58158187607748,7.037902279096863,Cluster 3
6.0051165305097935,6.661419144243944,Cluster 3
5.509245674476024,7.487559866708875,Cluster 3
6.231051737131636,6.926471309248931,Cluster 3
6.0995298477867355,6.587251401603744,Cluster 3
5.6998915614206025,6.839307079173503,Cluster 3
6.03490104249501,7.206465727137812,Cluster 3
5.80734320156912,6.718137723598012,Cluster 3
6.056758672625624,6.5888898022167846,Cluster 3
6.331065337260523,7.121843605745956,Cluster 3
6.7930084080726765,7.122483285554361,Cluster 3
5.381092250586575,6.746528412314435,Cluster 3
7.066516687328133,6.764480847190838,Cluster 3
5.023956100238749,7.116024968678818,Cluster 3
5.924107452482208,6.275957829251338,Cluster 3
6.2941586032422885,6.296268112811722,Cluster 3
6.140495933867516,6.640777889373782,Cluster 3
5.688650240089703,6.8932764241440765,Cluster 3
5.895938874821362,7.155453782799002,Cluster 3
5.753499532670584,7.737678108474776,Cluster 3
5.705317621527894,7.42882981160101,Cluster 3
6.4248010485105125,6.920030735018287,Cluster 3
6.178507742982523,6.990491896048655,Cluster 3
5.653545202369673,6.498735317681096,Cluster 3
6.449799937716626,6.990743432003805,Cluster 3
6.153649760438305,6.855670680539931,Cluster 3
6.40643105941948,7.161359280169044,Cluster 3
6.314814420961806,6.586384528223839,Cluster 3
24.604487926542333,8.336876509715964,Outlier
46.217254847454186,-12.512942047629593,Outlier
-21.428791371813926,36.85991281894603,Outlier
